    3.875000    0.272148
    3.937500    0.070336
    0.000000    2.151783
    0.062500    2.081945
    0.125000    1.879892
    0.187500    1.570354
    0.250000    1.193306
    0.312500    0.798863
    0.375000    0.440652
    0.437500    0.168292
    0.500000    0.020132
    0.562500    0.017322
    0.625000    0.160194
    0.687500    0.427625
    0.750000    0.779633
    0.812500    1.162959
    0.875000    1.518883
    0.937500    1.792160
    1.000000    1.939677
    1.062500    1.937453
    1.125000    1.784778
    1.187500    1.504748
    1.250000    1.140960
    1.312500    0.750823
    1.375000    0.396485
    1.437500    0.134807
    1.500000    0.008031
    1.562500    0.036715
    1.625000    0.216154
    1.687500    0.516936
    1.750000    0.889625
    1.812500    1.272809
    1.875000    1.603221
    1.937500    1.826223
    2.000000    1.904900
    2.062500    1.826223
    2.125000    1.603221
    2.187500    1.272809
    2.250000    0.889625
    2.312500    0.516936
    2.375000    0.216154
    2.437500    0.036715
    2.500000    0.008031
    2.562500    0.134807
    2.625000    0.396485
    2.687500    0.750823
    2.750000    1.140960
    2.812500    1.504749
    2.875000    1.784778
    2.937500    1.937453
    3.000000    1.939677
    3.062500    1.792160
    3.125000    1.518883
    3.187500    1.162959
    3.250000    0.779633
    3.312500    0.427625
    3.375000    0.160194
    3.437500    0.017322
    3.500000    0.020132
    3.562500    0.168292
    3.625000    0.440652
    3.687500    0.798863
    3.750000    1.193307
    3.812500    1.570354
    3.875000    1.879892
    3.937500    2.081945
